0, 0, 0
0.000402838, -1.99213e-05, -0.000611061
0.000902178, -4.51512e-05, -0.00137581
0.00159676, -8.02806e-05, -0.00244822
0.0140207, -0.000772729, -0.0223287
0.0164338, -0.000914538, -0.0262462
0.019043, -0.00106738, -0.030481
0.0472714, -0.00264694, -0.0756288
0.0517193, -0.00289155, -0.0826832
-7.91838e-05, 8.73942e-05, -0.00316172
5.63477e-05, 0.000161017, -0.006922
8.86472e-05, 0.000162019, -0.00754768
-0.000273483, -0.000547065, -0.0117555
-8.89525e-05, -0.000586574, -0.0176053
-5.25677e-05, -0.000557215, -0.018506
-1.36063e-05, -0.000523141, -0.0194239
0.000109777, -0.000432388, -0.0222758
0.000150846, -0.000414596, -0.0232562
0.0003118, -0.00037494, -0.0273019
0.00043134, -0.000416361, -0.028816
0.000479331, -0.000377781, -0.029868
0.000765991, 0.000588908, -0.0381782
0.000778285, 0.000768581, -0.0391854
0.00088329, 0.000898133, -0.0407042
0.00108088, 0.00249469, -0.048554
0.00113674, 0.00272431, -0.0495007
0.0011974, 0.00296446, -0.0504369
0.00160301, 0.00531705, -0.0574528
0.00163247, 0.00567402, -0.0582692
0.00165828, 0.00604043, -0.0590734
0.00195088, 0.00943036, -0.064894
0.00199796, 0.00989969, -0.0655364
0.00212691, 0.0102604, -0.0667966
0.00243507, 0.0143921, -0.0711302
0.00248136, 0.0149642, -0.0715863
0.00336667, 0.0205262, -0.075892
0.0034822, 0.0212208, -0.0761851
0.00359884, 0.0219202, -0.0764699
0.00454585, 0.0279345, -0.0782321
0.00470598, 0.0286564, -0.0789576
0.00482517, 0.0295092, -0.0790771
0.0056607, 0.0369924, -0.0790798
0.00592231, 0.0375433, -0.0812697
0.00601022, 0.0385517, -0.0811175
0.00655479, 0.047203, -0.0783465
0.0183158, 0.0269536, -0.229611
0.018343, 0.0278283, -0.230138
0.0182294, 0.0354966, -0.231977
0.0253733, 0.0242844, -0.281473
0.0254464, 0.0250732, -0.281591
0.0258865, 0.0321069, -0.279426
0.0327695, 0.0220744, -0.321464
0.0329284, 0.0227858, -0.320981
0.0339252, 0.0289821, -0.313787
0.0320114, 0.0183273, -0.336909
0.0321463, 0.0188506, -0.335652
0.0330115, 0.0233486, -0.322921
0.0311438, 0.0181738, -0.328345
0.0312175, 0.0186277, -0.326378
0.0316579, 0.0228063, -0.308438
0.0245028, 0.00525205, -0.274488
0.0242191, 0.00531129, -0.271699
0.0215002, 0.0060083, -0.247487
0.0153877, 0.00191589, -0.212038
0.014865, 0.00196352, -0.208516
0.0107022, 0.00228384, -0.179222
0.0101961, 0.00224564, -0.175064
0.0096567, 0.00227253, -0.171227
0.00508624, 0.00252794, -0.139697
0.00479286, 0.00244919, -0.135264
0.0042335, 0.00247434, -0.131302
-0.0001437, 0.00226674, -0.0998108
-0.000257413, 0.0020437, -0.0953148
-0.000803925, 0.00195262, -0.0913861
-0.00497479, 0.00107934, -0.0605246
-0.00504003, 0.000763156, -0.0564469
-0.0055192, 0.000656898, -0.0527052
-0.00929139, -0.000378549, -0.0237687
-0.00282374, -0.00384935, -0.0165996
-0.00319314, -0.00405616, -0.0131172
-0.0059887, -0.00543104, 0.0141398
-0.00340435, -0.0067766, 0.017683
-0.00367533, -0.00691276, 0.0209614
-0.0058698, -0.00795238, 0.0461509
-0.00344506, -0.00859908, 0.0458077
-0.00365029, -0.00873702, 0.0487322
-0.00483546, -0.00963967, 0.0711205
-0.003592, -0.00950634, 0.0720776
-0.00364923, -0.00956701, 0.0746613
-0.00386845, -0.0100295, 0.0939718
-0.00424554, -0.00893099, 0.0986462
-0.00423708, -0.0089944, 0.100905
-0.00358874, -0.00951889, 0.117532
-0.00253253, -0.00748186, 0.120455
-0.00235131, -0.00751789, 0.122276
-0.000465127, -0.0079509, 0.134207
-0.0012094, -0.00670482, 0.137623
-0.000957833, -0.00678219, 0.138722
0.00113247, -0.00727381, 0.144486
9.16139e-06, -0.00752448, 0.141298
0.000286429, -0.00753957, 0.141482
0.00270756, -0.00756109, 0.13967
0.00291761, -0.00460468, 0.13869
0.00322165, -0.00457953, 0.137976
0.00557734, -0.00433748, 0.129048
0.00578467, -0.00406252, 0.1351
0.00610535, -0.00402023, 0.133591
0.00865406, -0.00374268, 0.118954
0.00645259, -0.00251319, 0.115285
0.00667519, -0.00246564, 0.11306
0.0082652, -0.00234055, 0.0929208
0.00386446, -0.00184785, 0.0909956
0.0040328, -0.0018231, 0.0882333
0.00531303, -0.00158914, 0.0651137
0.00432953, 0.00126472, 0.0598155
0.00447693, 0.00130551, 0.0567025
0.005808, 0.00200257, 0.0310141
0.00122158, 0.00315214, 0.0293917
0.00134969, 0.00331514, 0.0261818
0.00255096, 0.0045645, 4.3233e-05
0.000643452, 0.00591138, -0.00259815
0.000977331, 0.00620553, -0.00933008
0.00229908, 0.00712448, -0.0329327
0.00454066, 0.00747053, -0.0331216
0.00478493, 0.00755302, -0.0364749
0.00729256, 0.00784674, -0.0635824
0.00598674, 0.00959154, -0.0663611
0.00628651, 0.00964118, -0.0697625
0.00864041, 0.0101035, -0.0969729
0.00878142, 0.0110759, -0.100139
0.00909563, 0.0110645, -0.103521
0.0116403, 0.0107066, -0.130101
0.0131635, 0.010575, -0.131725
0.0134902, 0.0105592, -0.134961
0.0160451, 0.010392, -0.160251
0.0176756, 0.0105391, -0.163364
0.0179459, 0.0104917, -0.166404
0.0200746, 0.0102703, -0.189855
0.0201547, 0.0113948, -0.193255
0.0204534, 0.0113643, -0.196028
0.0227374, 0.0108781, -0.216709
0.0215841, 0.0096116, -0.217037
